Package,LibPath,Version,Priority,Depends,Imports,LinkingTo,Suggests,Enhances,License,License_is_FOSS,License_restricts_use,OS_type,MD5sum,NeedsCompilation,Built
htmlTable,C:/Users/mmorris/Documents/R/R-3.4.3/library,1.11.2,NA,NA,"stringr, knitr (>= 1.6), magrittr (>= 1.5), methods,
checkmate, htmlwidgets, htmltools, rstudioapi (>= 0.6)",NA,"testthat, XML, xtable, ztable, Hmisc, reshape, rmarkdown,
pander, chron, lubridate, tibble, tidyr (>= 0.7.2), dplyr (>=
0.7.4)",NA,GPL (>= 3),NA,NA,NA,NA,no,3.4.3
htmltools,C:/Users/mmorris/Documents/R/R-3.4.3/library,0.3.6,NA,R (>= 2.14.1),"utils, digest, Rcpp",Rcpp,"markdown, testthat",knitr,GPL (>= 2),NA,NA,NA,NA,yes,3.4.3
htmlwidgets,C:/Users/mmorris/Documents/R/R-3.4.3/library,1.0,NA,NA,"htmltools (>= 0.3), jsonlite (>= 0.9.16), yaml",NA,knitr (>= 1.8),shiny (>= 0.12),MIT + file LICENSE,NA,NA,NA,NA,no,3.4.3
httpcode,C:/Users/mmorris/Documents/R/R-3.4.3/library,0.2.0,NA,NA,NA,NA,NA,NA,MIT + file LICENSE,NA,NA,NA,NA,no,3.4.1
httpuv,C:/Users/mmorris/Documents/R/R-3.4.3/library,1.3.5,NA,"R (>= 2.15.1), methods","Rcpp (>= 0.11.0), utils",Rcpp,NA,NA,GPL-3 | file LICENSE,NA,NA,NA,NA,yes,3.4.3
httr,C:/Users/mmorris/Documents/R/R-3.4.3/library,1.3.1,NA,R (>= 3.0.0),"jsonlite, mime, curl (>= 0.9.1), openssl (>= 0.8), R6",NA,"httpuv, jpeg, knitr, png, testthat (>= 0.8.0), readr, xml2,
rmarkdown, covr",NA,MIT + file LICENSE,NA,NA,NA,NA,no,3.4.3
hunspell,C:/Users/mmorris/Documents/R/R-3.4.3/library,2.9,NA,R (>= 3.0.2),"Rcpp, digest",Rcpp (>= 0.12.12),"spelling, testthat, pdftools, janeaustenr, wordcloud2, knitr,
rmarkdown",NA,GPL-2 | LGPL-2.1 | MPL-1.1,NA,NA,NA,NA,yes,3.4.3
igraph,C:/Users/mmorris/Documents/R/R-3.4.3/library,1.1.2,NA,methods,"graphics, grDevices, irlba, magrittr, Matrix, pkgconfig (>=
2.0.0), stats, utils",NA,"ape, graph, igraphdata, NMF, rgl, scales, stats4, tcltk,
testthat",NA,GPL (>= 2),NA,NA,NA,NA,yes,3.4.3
iml,C:/Users/mmorris/Documents/R/R-3.4.3/library,0.1,NA,NA,"R6,
checkmate,
dplyr,
tidyr,
ggplot2,
partykit,
glmnet,
Metrics,
data.table,
mlr",NA,"randomForest,
gower,
testthat,
rpart,
MASS,
caret,
e1071,
lime",NA,MIT + file LICENSE,NA,NA,NA,NA,NA,3.4.3
infer,C:/Users/mmorris/Documents/R/R-3.4.3/library,0.1.1,NA,R (>= 3.1.2),"assertive, dplyr (>= 0.7.0), methods, tibble, rlang, ggplot2,
magrittr",NA,"broom, devtools (>= 1.12.0), knitr, rmarkdown, nycflights13,
stringr, testthat, covr",NA,CC0,NA,NA,NA,NA,no,3.4.3
influenceR,C:/Users/mmorris/Documents/R/R-3.4.3/library,0.1.0,NA,R (>= 3.2.0),"igraph (>= 1.0.1), Matrix (>= 1.1-4), methods, utils",NA,testthat,NA,GPL-2,NA,NA,NA,NA,yes,3.4.3
ini,C:/Users/mmorris/Documents/R/R-3.4.3/library,0.3.1,NA,NA,NA,NA,testthat,NA,GPL-3,NA,NA,NA,NA,no,3.4.4
inline,C:/Users/mmorris/Documents/R/R-3.4.3/library,0.3.14,NA,"R (>= 2.4.0), methods",NA,NA,Rcpp (>= 0.11.0),NA,LGPL,NA,NA,NA,NA,no,3.4.3
inum,C:/Users/mmorris/Documents/R/R-3.4.3/library,1.0-0,NA,R (>= 3.3.0),"stats, libcoin (>= 1.0-0)",NA,NA,NA,GPL-2,NA,NA,NA,NA,no,3.4.3
ipred,C:/Users/mmorris/Documents/R/R-3.4.3/library,0.9-6,NA,R (>= 2.10),"rpart (>= 3.1-8), MASS, survival, nnet, class, prodlim",NA,"mvtnorm, mlbench, TH.data",NA,GPL (>= 2),NA,NA,NA,NA,yes,3.4.3
irlba,C:/Users/mmorris/Documents/R/R-3.4.3/library,2.3.2,NA,Matrix,"stats, methods",Matrix,PMA,NA,GPL-3,NA,NA,NA,NA,yes,3.4.3
isdparser,C:/Users/mmorris/Documents/R/R-3.4.3/library,0.2.0,NA,NA,"tibble (>= 1.2), data.table (>= 1.10.0)",NA,"roxygen2 (>= 5.0.1), testthat, rmarkdown, knitr, covr",NA,MIT + file LICENSE,NA,NA,NA,NA,no,3.4.3
ISOcodes,C:/Users/mmorris/Documents/R/R-3.4.3/library,2017.09.27,NA,R (>= 2.10.0),NA,NA,NA,NA,GPL-2,NA,NA,NA,NA,no,3.4.1
iterators,C:/Users/mmorris/Documents/R/R-3.4.3/library,1.0.9,NA,"R (>= 2.5.0), utils",NA,NA,RUnit,NA,Apache License (== 2.0),NA,NA,NA,NA,no,3.4.3
janeaustenr,C:/Users/mmorris/Documents/R/R-3.4.3/library,0.1.5,NA,R (>= 3.1.2),NA,NA,"dplyr, testthat",NA,MIT + file LICENSE,NA,NA,NA,NA,no,3.4.3
janitor,C:/Users/mmorris/Documents/R/R-3.4.3/library,0.3.1,NA,R (>= 3.1.2),"dplyr (>= 0.5.0), tidyr, magrittr",NA,"testthat, knitr, rmarkdown",NA,MIT + file LICENSE,NA,NA,NA,NA,no,3.4.3
jcolors,C:/Users/mmorris/Documents/R/R-3.4.3/library,0.0.2,NA,R (>= 3.0.2),"grDevices, scales, ggplot2 (>= 2.2.0)",NA,"knitr, rmarkdown, gridExtra",NA,GPL-2,NA,NA,NA,NA,no,3.4.4
jmv,C:/Users/mmorris/Documents/R/R-3.4.3/library,0.8.1.16,NA,R (>= 3.2),"jmvcore (>= 0.8.1.4), R6, car, multcomp, ggplot2 (>= 2.2.1),
PMCMR, emmeans, vcd, vcdExtra, GGally, BayesFactor, psych (>=
1.7.5), GPArotation, afex, mvnormtest, lavaan, ggridges",NA,"exact2x2, testthat, semPlot",NA,GPL (>= 2),NA,NA,NA,NA,no,3.4.3
jmvcore,C:/Users/mmorris/Documents/R/R-3.4.3/library,0.8.1.6,NA,R (>= 3.2),"R6 (>= 1.0.1), rjson, base64enc",NA,"testthat (>= 1.0.2), RProtoBuf, knitr, ggplot2",NA,GPL (>= 2),NA,NA,NA,NA,no,3.4.3
jpeg,C:/Users/mmorris/Documents/R/R-3.4.3/library,0.1-8,NA,R (>= 2.9.0),NA,NA,NA,NA,GPL-2 | GPL-3,NA,NA,NA,NA,yes,3.4.1
jsonlite,C:/Users/mmorris/Documents/R/R-3.4.3/library,1.5,NA,methods,NA,NA,"httr, curl, plyr, testthat, knitr, rmarkdown, R.rsp, sp",NA,MIT + file LICENSE,NA,NA,NA,NA,yes,3.4.3
kableExtra,C:/Users/mmorris/Documents/R/R-3.4.3/library,0.7.0,NA,R (>= 3.1.0),"knitr (>= 1.16), magrittr, stringr (>= 1.0), xml2, rvest,
rmarkdown (>= 1.6.0), readr, scales, viridisLite, stats,
grDevices, htmltools",NA,"testthat, magick, formattable, dplyr",NA,MIT + file LICENSE,NA,NA,NA,NA,no,3.4.3
kernlab,C:/Users/mmorris/Documents/R/R-3.4.3/library,0.9-25,NA,R (>= 2.10),"methods, stats, grDevices, graphics",NA,NA,NA,GPL-2,NA,NA,NA,NA,yes,3.4.1
KernSmooth,C:/Users/mmorris/Documents/R/R-3.4.3/library,2.23-15,recommended,"R (>= 2.5.0), stats",NA,NA,MASS,NA,Unlimited,NA,NA,NA,NA,yes,3.4.3
knitr,C:/Users/mmorris/Documents/R/R-3.4.3/library,1.20,NA,R (>= 3.1.0),"evaluate (>= 0.10), highr, markdown, stringr (>= 0.6), yaml,
methods, tools",NA,"formatR, testit, digest, rgl (>= 0.95.1201), codetools,
rmarkdown, htmlwidgets (>= 0.7), webshot, tikzDevice (>= 0.10),
tinytex, xfun, reticulate (>= 1.4), JuliaCall (>= 0.11.1), png,
jpeg, xml2, httr, DBI (>= 0.4-1), showtext, tibble",NA,GPL,NA,NA,NA,NA,no,3.4.3
labeling,C:/Users/mmorris/Documents/R/R-3.4.3/library,0.3,NA,NA,NA,NA,NA,NA,MIT + file LICENSE | Unlimited,NA,NA,NA,NA,no,3.4.1
lattice,C:/Users/mmorris/Documents/R/R-3.4.3/library,0.20-35,recommended,R (>= 3.0.0),"grid, grDevices, graphics, stats, utils",NA,"KernSmooth, MASS, latticeExtra",chron,GPL (>= 2),NA,NA,NA,NA,yes,3.4.3
latticeExtra,C:/Users/mmorris/Documents/R/R-3.4.3/library,0.6-28,NA,"R (>= 2.10.0), lattice, RColorBrewer","grid, stats, utils, grDevices",NA,"maps, mapproj, deldir, tripack, zoo, MASS, quantreg, mgcv",NA,GPL (>= 2),NA,NA,NA,NA,no,3.4.3
lava,C:/Users/mmorris/Documents/R/R-3.4.3/library,1.6,NA,R (>= 3.0),"grDevices, graphics, methods, numDeriv, stats, survival,
SQUAREM, utils",NA,"KernSmooth, Matrix, Rgraphviz, ascii, data.table, ellipse,
fields, foreach, geepack, gof (>= 0.9), graph, igraph (>= 0.6),
lava.tobit, lme4, mets (>= 1.1), optimx, quantreg, rgl,
testthat (>= 0.11), visNetwork, zoo",NA,GPL-3,NA,NA,NA,NA,no,3.4.3
lavaan,C:/Users/mmorris/Documents/R/R-3.4.3/library,0.5-23.1097,NA,R(>= 3.1.0),"methods, stats4, stats, utils, graphics, MASS, mnormt,
pbivnorm, quadprog, numDeriv",NA,testthat,NA,GPL (>= 2),NA,NA,NA,NA,no,3.4.3
lazyeval,C:/Users/mmorris/Documents/R/R-3.4.3/library,0.2.1,NA,R (>= 3.1.0),NA,NA,"knitr, rmarkdown (>= 0.2.65), testthat, covr",NA,GPL-3,NA,NA,NA,NA,yes,3.4.3
leaflet,C:/Users/mmorris/Documents/R/R-3.4.3/library,1.1.0,NA,R (>= 3.1.0),"base64enc, crosstalk, htmlwidgets, htmltools, magrittr,
markdown, methods, png, RColorBrewer, raster, scales (>=
0.2.5), sp, stats, viridis",NA,"knitr, maps, sf, shiny, testit (>= 0.4), rgdal, rgeos, R6,
RJSONIO, purrr, testthat",NA,GPL-3,NA,NA,NA,NA,no,3.4.3
leaps,C:/Users/mmorris/Documents/R/R-3.4.3/library,3.0,NA,,NA,NA,biglm,NA,GPL (>= 2),NA,NA,NA,NA,yes,3.4.3
lfe,C:/Users/mmorris/Documents/R/R-3.4.3/library,2.5-1998,NA,"R (>= 2.15.2), Matrix (>= 1.1-2)","Formula, xtable, compiler, utils, methods, sandwich",NA,"knitr, igraph, plm, R2Cuba, numDeriv",NA,Artistic-2.0,NA,NA,NA,NA,yes,3.4.3
libcoin,C:/Users/mmorris/Documents/R/R-3.4.3/library,1.0-1,NA,R (>= 3.4.0),"stats, mvtnorm",mvtnorm,coin,NA,GPL-2,NA,NA,NA,NA,yes,3.4.3
likert,C:/Users/mmorris/Documents/R/R-3.4.3/library,1.3.5,NA,"R (>= 3.0),ggplot2,xtable","psych,reshape2,gridExtra,grid,plyr",NA,"devtools,shiny",NA,GPL,NA,NA,NA,NA,no,3.4.4
listenv,C:/Users/mmorris/Documents/R/R-3.4.3/library,0.7.0,NA,R (>= 3.1.2),NA,NA,"R.utils, R.rsp, markdown",NA,LGPL (>= 2.1),NA,NA,NA,NA,no,3.4.3
lme4,C:/Users/mmorris/Documents/R/R-3.4.3/library,1.1-15,NA,"R (>= 3.0.2), Matrix (>= 1.1.1), methods, stats","graphics, grid, splines, utils, parallel, MASS, lattice, nlme
(>= 3.1-123), minqa (>= 1.1.15), nloptr (>= 1.0.4)","Rcpp (>= 0.10.5), RcppEigen","knitr, boot, PKPDmodels, MEMSS, testthat (>= 0.8.1), ggplot2,
mlmRev, optimx (>= 2013.8.6), gamm4, pbkrtest, HSAUR2, numDeriv",NA,GPL (>= 2),NA,NA,NA,NA,yes,3.4.3
lmerTest,C:/Users/mmorris/Documents/R/R-3.4.3/library,2.0-36,NA,"R (>= 3.0.0), Matrix, stats, methods, lme4 (>= 1.0)","plyr, MASS, Hmisc, ggplot2",NA,"pbkrtest, nlme, estimability",NA,GPL (>= 2),NA,NA,NA,NA,no,3.4.3
lmtest,C:/Users/mmorris/Documents/R/R-3.4.3/library,0.9-35,NA,"R (>= 2.10.0), stats, zoo",graphics,NA,"car, strucchange, sandwich, dynlm, stats4, survival, AER",NA,GPL-2 | GPL-3,NA,NA,NA,NA,yes,3.4.3
loo,C:/Users/mmorris/Documents/R/R-3.4.3/library,1.1.0,NA,R (>= 3.1.2),"graphics, matrixStats (>= 0.50.0), parallel, stats",NA,"knitr, rmarkdown, rstan, rstanarm, testthat",NA,GPL (>= 3),NA,NA,NA,NA,no,3.4.3
lpSolve,C:/Users/mmorris/Documents/R/R-3.4.3/library,5.6.13,NA,NA,NA,NA,NA,NA,LGPL-2,NA,NA,NA,NA,yes,3.4.1
lubridate,C:/Users/mmorris/Documents/R/R-3.4.3/library,1.7.1,NA,"methods, R (>= 3.0.0)","stringr, Rcpp (>= 0.11),","Rcpp,","testthat, knitr, covr","chron, fts, timeSeries, timeDate, tis, tseries, xts, zoo",GPL-2,NA,NA,NA,NA,yes,3.4.3
magick,C:/Users/mmorris/Documents/R/R-3.4.3/library,1.9,NA,NA,"Rcpp (>= 0.12.12), magrittr, knitr, curl",Rcpp,"spelling, jsonlite, methods, rmarkdown, rsvg, webp, png,
pdftools, ggplot2, raster, rgdal, gapminder, IRdisplay,
tesseract (>= 2.0)",NA,MIT + file LICENSE,NA,NA,NA,NA,yes,3.4.4
magrittr,C:/Users/mmorris/Documents/R/R-3.4.3/library,1.5,NA,NA,NA,NA,"testthat, knitr",NA,MIT + file LICENSE,NA,NA,NA,NA,no,3.4.3
manipulate,C:/Users/mmorris/Documents/R/R-3.4.3/library,1.0.1,NA,R (>= 2.11.1),NA,NA,NA,NA,GPL-2,NA,NA,NA,NA,no,3.4.1
mapproj,C:/Users/mmorris/Documents/R/R-3.4.3/library,1.2-5,NA,maps (>= 2.3-0),"stats, graphics",NA,NA,NA,Lucent Public License,NA,NA,NA,NA,yes,3.4.3
maps,C:/Users/mmorris/Documents/R/R-3.4.3/library,3.2.0,NA,R (>= 2.14.0),"graphics, utils",NA,"mapproj (>= 1.2-0), mapdata (>= 2.2-4), sp, maptools",NA,GPL-2,NA,NA,NA,NA,yes,3.4.3
maptools,C:/Users/mmorris/Documents/R/R-3.4.3/library,0.9-2,NA,"R (>= 2.10), sp (>= 1.0-11)","foreign (>= 0.8), methods, grid, lattice, stats, utils,
grDevices",NA,"rgeos (>= 0.1-8), spatstat (>= 1.18), PBSmapping, maps,
RColorBrewer, raster, polyclip, spatstat.utils","gpclib, RArcInfo",GPL (>= 2),NA,NA,NA,NA,yes,3.4.3
markdown,C:/Users/mmorris/Documents/R/R-3.4.3/library,0.8,NA,R (>= 2.11.1),"utils, mime (>= 0.3)",NA,"knitr, RCurl",NA,GPL-2,NA,NA,NA,NA,yes,3.4.3
MASS,C:/Users/mmorris/Documents/R/R-3.4.3/library,7.3-47,recommended,"R (>= 3.1.0), grDevices, graphics, stats, utils",methods,NA,"lattice, nlme, nnet, survival",NA,GPL-2 | GPL-3,NA,NA,NA,NA,yes,3.4.3
Matrix,C:/Users/mmorris/Documents/R/R-3.4.3/library,1.2-12,recommended,R (>= 3.0.1),"methods, graphics, grid, stats, utils, lattice",NA,"expm, MASS","MatrixModels, graph, SparseM, sfsmisc",GPL (>= 2) | file LICENCE,NA,NA,NA,NA,yes,3.4.3
matrixcalc,C:/Users/mmorris/Documents/R/R-3.4.3/library,1.0-3,NA,R (>= 2.0.1),NA,NA,NA,NA,GPL (>= 2),NA,NA,NA,NA,NA,3.4.1
MatrixModels,C:/Users/mmorris/Documents/R/R-3.4.3/library,0.4-1,NA,R (>= 3.0.1),"stats, methods, Matrix (>= 1.1-5)",NA,NA,NA,GPL (>= 2),NA,NA,NA,NA,no,3.4.3
matrixStats,C:/Users/mmorris/Documents/R/R-3.4.3/library,0.53.0,NA,R (>= 2.12.0),NA,NA,"base64enc, ggplot2, knitr, microbenchmark, R.devices, R.rsp",NA,Artistic-2.0,NA,NA,NA,NA,yes,3.4.3
MBESS,C:/Users/mmorris/Documents/R/R-3.4.3/library,4.4.3,NA,"R (>= 3.2.0), stats","boot, gsl, lavaan, MASS, methods, mnormt, nlme, OpenMx,
parallel, sem, semTools",NA,NA,NA,GPL-2 | GPL-3,NA,NA,NA,NA,no,3.4.3
mc2d,C:/Users/mmorris/Documents/R/R-3.4.3/library,0.1-18,NA,"R (>= 2.10.0), mvtnorm","stats, grDevices, graphics, utils",NA,"fitdistrplus, survival",NA,GPL (>= 2),NA,NA,NA,NA,no,3.4.3
mclust,C:/Users/mmorris/Documents/R/R-3.4.3/library,5.4,NA,R (>= 3.0),"stats, utils, graphics, grDevices",NA,"knitr (>= 1.12), rmarkdown (>= 0.9), mix (>= 1.0), geometry
(>= 0.3-6), MASS",NA,GPL (>= 2),NA,NA,NA,NA,yes,3.4.3
memoise,C:/Users/mmorris/Documents/R/R-3.4.3/library,1.1.0,NA,NA,digest (>= 0.6.3),NA,"testthat, aws.s3, httr, covr",NA,MIT + file LICENSE,NA,NA,NA,NA,no,3.4.3
merTools,C:/Users/mmorris/Documents/R/R-3.4.3/library,0.3.0,NA,"R (>= 3.0.2), arm, lme4 (>= 1.1-11), methods, dplyr","mvtnorm, DT, shiny, abind, ggplot2, blme, broom",NA,"testthat, knitr, rmarkdown, foreach, parallel, rstanarm",NA,GPL (>= 2),NA,NA,NA,NA,no,3.4.4
methods,C:/Users/mmorris/Documents/R/R-3.4.3/library,3.4.3,base,NA,"utils, stats",NA,codetools,NA,Part of R 3.4.3,NA,NA,NA,NA,yes,3.4.3
Metrics,C:/Users/mmorris/Documents/R/R-3.4.3/library,0.1.3,NA,NA,NA,NA,testthat,NA,BSD_3_clause + file LICENSE,NA,NA,NA,NA,no,3.4.3
mgcv,C:/Users/mmorris/Documents/R/R-3.4.3/library,1.8-23,recommended,"R (>= 2.14.0), nlme (>= 3.1-64)","methods, stats, graphics, Matrix",NA,"splines, parallel, survival, MASS",NA,GPL (>= 2),NA,NA,NA,NA,yes,3.4.3
mi,C:/Users/mmorris/Documents/R/R-3.4.3/library,1.0,NA,"R (>= 3.0.0), methods, Matrix, stats4",arm (>= 1.4-11),NA,"betareg, lattice, knitr, MASS, nnet, parallel, sn, survival,
truncnorm, foreign",NA,GPL (>= 2),NA,NA,NA,NA,no,3.4.3
mice,C:/Users/mmorris/Documents/R/R-3.4.3/library,2.46.0,NA,"methods, R (>= 2.10.0), lattice","grDevices, graphics, MASS, nnet, rpart, splines, stats,
survival, utils, Rcpp",Rcpp,"AGD, CALIBERrfimpute, gamlss, lme4, mitools, nlme, pan,
randomForest, Zelig, BSDA, knitr, rmarkdown, testthat",NA,GPL-2 | GPL-3,NA,NA,NA,NA,yes,3.4.4
microbenchmark,C:/Users/mmorris/Documents/R/R-3.4.3/library,1.4-4,NA,NA,"graphics, stats",NA,"ggplot2, multcomp",NA,BSD_2_clause + file LICENSE,NA,NA,NA,NA,yes,3.4.3
mime,C:/Users/mmorris/Documents/R/R-3.4.3/library,0.5,NA,NA,tools,NA,NA,NA,GPL,NA,NA,NA,NA,yes,3.4.1
miniUI,C:/Users/mmorris/Documents/R/R-3.4.3/library,0.1.1,NA,NA,"shiny (>= 0.13), htmltools (>= 0.3), utils",NA,NA,NA,GPL-3,NA,NA,NA,NA,no,3.4.3
minpack.lm,C:/Users/mmorris/Documents/R/R-3.4.3/library,1.2-1,NA,NA,NA,NA,MASS,NA,GPL-3,NA,NA,NA,NA,yes,3.4.3
minqa,C:/Users/mmorris/Documents/R/R-3.4.3/library,1.2.4,NA,NA,Rcpp (>= 0.9.10),Rcpp,NA,NA,GPL-2,NA,NA,NA,NA,yes,3.4.3
miscTools,C:/Users/mmorris/Documents/R/R-3.4.3/library,0.6-22,NA,R (>= 2.14.0),NA,NA,Ecdat (>= 0.1-5),NA,GPL (>= 2),NA,NA,NA,NA,no,3.4.3
mixOmics,C:/Users/mmorris/Documents/R/R-3.4.3/library,6.3.1,NA,"R (>= 2.10), MASS, lattice, ggplot2","igraph, rgl, ellipse, corpcor, RColorBrewer, plyr,parallel,
dplyr, tidyr, reshape2, methods, matrixStats, rARPACK,
gridExtra",NA,NA,NA,GPL (>= 2),NA,NA,NA,NA,no,3.4.3
mlr,C:/Users/mmorris/Documents/R/R-3.4.3/library,2.11,NA,"R (>= 3.0.2), ParamHelpers (>= 1.10)","BBmisc (>= 1.11), backports, ggplot2, stats, stringi,
checkmate (>= 1.8.2), data.table, methods, parallelMap (>=
1.3), survival, utils",NA,"ada, adabag, bartMachine, batchtools, brnn, bst, C50, care,
caret (>= 6.0-57), class, clue, cluster, clusterSim (>=
0.44-5), clValid, cmaes, CoxBoost, crs, Cubist, deepnet,
DiceKriging, DiceOptim, DiscriMiner, e1071, earth, elasticnet,
elmNN, emoa, evtree, extraTrees, flare, fields, FNN, fpc, frbs,
FSelector, gbm, GenSA, ggvis, glmnet, h2o (>= 3.6.0.8), GPfit,
Hmisc, ipred, irace (>= 2.0), kernlab, kknn, klaR, knitr,
kohonen, laGP, LiblineaR, lqa, MASS, mboost, mco, mda, mlbench,
mldr, mlrMBO, modeltools, mRMRe, nnet, nodeHarvest (>= 0.7-3),
neuralnet, numDeriv, pamr, party, penalized (>= 0.9-47), pls,
PMCMR (>= 4.1), pROC (>= 1.8), randomForest, randomForestSRC
(>= 2.2.0), ranger (>= 0.6.0), RCurl, Rfast, rFerns, rjson,
rknn, rmarkdown, robustbase, ROCR, rotationForest, rpart, RRF,
rrlda, rsm, RSNNS, RWeka, sda, shiny, smoof, sparsediscrim,
sparseLDA, stepPlr, SwarmSVM, svglite, testthat, tgp, TH.data,
xgboost (>= 0.6-2), XML",NA,BSD_2_clause + file LICENSE,NA,NA,NA,NA,yes,3.4.3
mnormt,C:/Users/mmorris/Documents/R/R-3.4.3/library,1.5-5,NA,R (>= 2.2.0),NA,NA,NA,NA,GPL-2 | GPL-3,NA,NA,NA,NA,yes,3.4.1
ModelMetrics,C:/Users/mmorris/Documents/R/R-3.4.3/library,1.1.0,NA,R (>= 3.2.2),Rcpp,Rcpp,testthat,NA,GPL (>= 2),NA,NA,NA,NA,yes,3.4.3
modelr,C:/Users/mmorris/Documents/R/R-3.4.3/library,0.1.1,NA,R (>= 3.1.0),"magrittr, purrr (>= 0.2.2), lazyeval (>= 0.2.0), tibble,
broom, dplyr, tidyr (>= 0.6.0)",NA,"testthat, ggplot2, covr, compiler",NA,GPL-3,NA,NA,NA,NA,no,3.4.3
modeltools,C:/Users/mmorris/Documents/R/R-3.4.3/library,0.2-21,NA,"stats, stats4",methods,NA,NA,NA,GPL-2,NA,NA,NA,NA,no,3.4.1
mstR,C:/Users/mmorris/Documents/R/R-3.4.3/library,1.2,NA,R (>= 2.8.0),NA,NA,NA,NA,GPL (>= 2),NA,NA,NA,NA,no,3.4.4
multcomp,C:/Users/mmorris/Documents/R/R-3.4.3/library,1.4-8,NA,"stats, graphics, mvtnorm (>= 1.0-3), survival (>= 2.39-4),
TH.data (>= 1.0-2)","sandwich (>= 2.3-0), codetools",NA,"lme4 (>= 0.999375-16), nlme, robustbase, coin, MASS, car,
foreign, xtable, lmtest, coxme (>= 2.2-1), SimComp, ISwR",NA,GPL-2,NA,NA,NA,NA,no,3.4.3
multcompView,C:/Users/mmorris/Documents/R/R-3.4.3/library,0.1-7,NA,NA,grid,NA,"multcomp, pgirmess, MASS",NA,GPL,NA,NA,NA,NA,no,3.4.3
munsell,C:/Users/mmorris/Documents/R/R-3.4.3/library,0.4.3,NA,NA,"colorspace, methods",NA,"ggplot2, testthat",NA,MIT + file LICENSE,NA,NA,NA,NA,no,3.4.3
mvnormtest,C:/Users/mmorris/Documents/R/R-3.4.3/library,0.1-9,NA,stats,NA,NA,NA,NA,GPL,NA,NA,NA,NA,NA,3.4.1
mvtnorm,C:/Users/mmorris/Documents/R/R-3.4.3/library,1.0-7,NA,R(>= 1.9.0),"stats, methods",NA,NA,NA,GPL-2,NA,NA,NA,NA,yes,3.4.3
NbClust,C:/Users/mmorris/Documents/R/R-3.4.3/library,3.0,NA,R (>= 3.1.0),NA,NA,NA,NA,GPL-2,NA,NA,NA,NA,no,3.4.1
network,C:/Users/mmorris/Documents/R/R-3.4.3/library,1.13.0,NA,"R (>= 2.10), utils",NA,NA,"sna, statnet.common, testthat",NA,GPL (>= 2),NA,NA,NA,NA,yes,3.4.3
nleqslv,C:/Users/mmorris/Documents/R/R-3.4.3/library,3.3.1,NA,NA,NA,NA,NA,NA,GPL (>= 2),NA,NA,NA,NA,yes,3.4.1
nlme,C:/Users/mmorris/Documents/R/R-3.4.3/library,3.1-131,recommended,R (>= 3.0.2),"graphics, stats, utils, lattice",NA,"Hmisc, MASS",NA,GPL (>= 2) | file LICENCE,NA,NA,NA,NA,yes,3.4.3
nloptr,C:/Users/mmorris/Documents/R/R-3.4.3/library,1.0.4,NA,NA,NA,NA,testthat (>= 0.8.1),NA,LGPL-3,NA,NA,NA,NA,yes,3.4.3
NLP,C:/Users/mmorris/Documents/R/R-3.4.3/library,0.1-11,NA,R (>= 3.2.0),utils,NA,NA,NA,GPL-3,NA,NA,NA,NA,no,3.4.1
NMF,C:/Users/mmorris/Documents/R/R-3.4.3/library,0.20.6,NA,"R (>= 3.0.0), methods, utils, pkgmaker (>= 0.20), registry,
rngtools (>= 1.2.3), cluster","graphics, stats, stringr (>= 1.0.0), digest, grid, grDevices,
gridBase, colorspace, RColorBrewer, foreach, doParallel,
ggplot2, reshape2",NA,"RcppOctave (>= 0.11), fastICA, doMPI, bigmemory (>= 4.2),
synchronicity, corpcor, xtable, devtools, knitr, bibtex, RUnit,
mail, Biobase",NA,GPL (>= 2),NA,NA,NA,NA,yes,3.4.3
nnet,C:/Users/mmorris/Documents/R/R-3.4.3/library,7.3-12,recommended,"R (>= 2.14.0), stats, utils",NA,NA,MASS,NA,GPL-2 | GPL-3,NA,NA,NA,NA,yes,3.4.3
nortest,C:/Users/mmorris/Documents/R/R-3.4.3/library,1.0-4,NA,NA,stats,NA,NA,NA,GPL (>= 2),NA,NA,NA,NA,no,3.4.1
numDeriv,C:/Users/mmorris/Documents/R/R-3.4.3/library,2016.8-1,NA,R (>= 2.11.1),NA,NA,NA,NA,GPL-2,NA,NA,NA,NA,no,3.4.1
odbc,C:/Users/mmorris/Documents/R/R-3.4.3/library,1.1.5,NA,R (>= 3.2.0),"DBI (>= 0.3.0), methods, Rcpp (>= 0.12.11), blob (>= 1.1.0),
bit64, hms","Rcpp, BH","tibble, DBItest, testthat, covr, magrittr",NA,MIT + file LICENSE,NA,NA,NA,NA,yes,3.4.3
officer,C:/Users/mmorris/Documents/R/R-3.4.3/library,0.3.1,NA,NA,"Rcpp (>= 0.12.12), R6, grDevices, base64enc, zip,
digest,uuid,utils,stats, magrittr,htmltools, xml2 (>= 1.1.0)",Rcpp,"testthat, devEMF, knitr,tibble,ggplot2, rmarkdown",NA,GPL-3,NA,NA,NA,NA,yes,3.4.4
oompaBase,C:/Users/mmorris/Documents/R/R-3.4.3/library,3.2.6,NA,R (>= 3.0),"methods, graphics, grDevices, stats, cluster",NA,NA,NA,Apache License (== 2.0),NA,NA,NA,NA,no,3.4.4
